Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG
111,associative,Snake_Long,90,1,0.017023354,0.168541,0.024
112,associative,Snake_Long,1,0,0.017023354,0.168541,0.024
1,thematic,Sense_Touch,6,0,0.254072418,0.574426,0.077
2,thematic,Sense_Touch,NA,NA,0.254072418,0.574426,0.077
3,thematic,Sense_Touch,100,NA,0.254072418,0.574426,0.077
4,thematic,Sense_Touch,75,1,0.254072418,0.574426,0.077
5,thematic,Sense_Touch,70,0,0.254072418,0.574426,0.077
6,thematic,Sense_Touch,90,1,0.254072418,0.574426,0.077
7,thematic,Sense_Touch,90,1,0.254072418,0.574426,0.077
8,thematic,Sense_Touch,35,1,0.254072418,0.574426,0.077
9,thematic,Sense_Touch,92,0,0.254072418,0.574426,0.077
10,thematic,Sense_Touch,60,1,0.254072418,0.574426,0.077
11,thematic,Sense_Touch,90,0,0.254072418,0.574426,0.077
12,thematic,Sense_Touch,100,0,0.254072418,0.574426,0.077
13,thematic,Sense_Touch,100,0,0.254072418,0.574426,0.077
14,thematic,Sense_Touch,65,0,0.254072418,0.574426,0.077
15,thematic,Sense_Touch,30,0,0.254072418,0.574426,0.077
16,thematic,Sense_Touch,70,0,0.254072418,0.574426,0.077
17,thematic,Sense_Touch,100,1,0.254072418,0.574426,0.077
18,thematic,Sense_Touch,55,1,0.254072418,0.574426,0.077
19,thematic,Sense_Touch,95,0,0.254072418,0.574426,0.077
20,thematic,Sense_Touch,80,1,0.254072418,0.574426,0.077
21,thematic,Sense_Touch,NA,NA,0.254072418,0.574426,0.077
22,thematic,Sense_Touch,100,1,0.254072418,0.574426,0.077
23,thematic,Sense_Touch,50,NA,0.254072418,0.574426,0.077
24,thematic,Sense_Touch,50,1,0.254072418,0.574426,0.077
25,thematic,Sense_Touch,70,1,0.254072418,0.574426,0.077
26,thematic,Sense_Touch,90,0,0.254072418,0.574426,0.077
27,thematic,Sense_Touch,NA,NA,0.254072418,0.574426,0.077
28,thematic,Sense_Touch,90,1,0.254072418,0.574426,0.077
29,thematic,Sense_Touch,40,0,0.254072418,0.574426,0.077
30,thematic,Sense_Touch,60,NA,0.254072418,0.574426,0.077
31,thematic,Sense_Touch,90,1,0.254072418,0.574426,0.077
32,thematic,Sense_Touch,89,0,0.254072418,0.574426,0.077
33,thematic,Sense_Touch,60,1,0.254072418,0.574426,0.077
34,thematic,Sense_Touch,30,1,0.254072418,0.574426,0.077
35,thematic,Sense_Touch,NA,0,0.254072418,0.574426,0.077
36,thematic,Sense_Touch,90,1,0.254072418,0.574426,0.077
37,thematic,Sense_Touch,85,1,0.254072418,0.574426,0.077
38,thematic,Sense_Touch,70,0,0.254072418,0.574426,0.077
39,thematic,Sense_Touch,45,0,0.254072418,0.574426,0.077
40,thematic,Sense_Touch,80,1,0.254072418,0.574426,0.077
41,thematic,Sense_Touch,98,1,0.254072418,0.574426,0.077
42,thematic,Sense_Touch,100,1,0.254072418,0.574426,0.077
43,thematic,Sense_Touch,100,1,0.254072418,0.574426,0.077
44,thematic,Sense_Touch,NA,0,0.254072418,0.574426,0.077
45,thematic,Sense_Touch,80,1,0.254072418,0.574426,0.077
46,semantic,Sense_Touch,85,0,0.254072418,0.574426,0.077
47,semantic,Sense_Touch,40,1,0.254072418,0.574426,0.077
48,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
49,semantic,Sense_Touch,80,1,0.254072418,0.574426,0.077
50,semantic,Sense_Touch,80,0,0.254072418,0.574426,0.077
51,semantic,Sense_Touch,90,0,0.254072418,0.574426,0.077
52,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
53,semantic,Sense_Touch,90,0,0.254072418,0.574426,0.077
54,semantic,Sense_Touch,50,0,0.254072418,0.574426,0.077
55,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
56,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
57,semantic,Sense_Touch,50,0,0.254072418,0.574426,0.077
58,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
59,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
60,semantic,Sense_Touch,80,0,0.254072418,0.574426,0.077
61,semantic,Sense_Touch,60,0,0.254072418,0.574426,0.077
62,semantic,Sense_Touch,85,0,0.254072418,0.574426,0.077
63,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
64,semantic,Sense_Touch,75,0,0.254072418,0.574426,0.077
65,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
66,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
67,semantic,Sense_Touch,80,1,0.254072418,0.574426,0.077
68,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
69,semantic,Sense_Touch,85,1,0.254072418,0.574426,0.077
70,associative,Sense_Touch,50,0,0.254072418,0.574426,0.077
71,associative,Sense_Touch,45,0,0.254072418,0.574426,0.077
72,associative,Sense_Touch,25,1,0.254072418,0.574426,0.077
73,associative,Sense_Touch,70,1,0.254072418,0.574426,0.077
74,associative,Sense_Touch,65,0,0.254072418,0.574426,0.077
75,associative,Sense_Touch,50,1,0.254072418,0.574426,0.077
76,associative,Sense_Touch,100,1,0.254072418,0.574426,0.077
77,associative,Sense_Touch,40,0,0.254072418,0.574426,0.077
78,associative,Sense_Touch,75,0,0.254072418,0.574426,0.077
79,associative,Sense_Touch,50,NA,0.254072418,0.574426,0.077
80,associative,Sense_Touch,25,0,0.254072418,0.574426,0.077
81,associative,Sense_Touch,41,1,0.254072418,0.574426,0.077
82,associative,Sense_Touch,70,1,0.254072418,0.574426,0.077
83,associative,Sense_Touch,100,0,0.254072418,0.574426,0.077
84,associative,Sense_Touch,NA,NA,0.254072418,0.574426,0.077
85,associative,Sense_Touch,40,1,0.254072418,0.574426,0.077
86,associative,Sense_Touch,80,1,0.254072418,0.574426,0.077
87,associative,Sense_Touch,30,0,0.254072418,0.574426,0.077
88,associative,Sense_Touch,70,0,0.254072418,0.574426,0.077
89,associative,Sense_Touch,60,1,0.254072418,0.574426,0.077
90,associative,Sense_Touch,50,1,0.254072418,0.574426,0.077
91,associative,Sense_Touch,65,0,0.254072418,0.574426,0.077
92,associative,Sense_Touch,65,0,0.254072418,0.574426,0.077
93,associative,Sense_Touch,NA,0,0.254072418,0.574426,0.077
94,associative,Sense_Touch,100,NA,0.254072418,0.574426,0.077
95,associative,Sense_Touch,50,1,0.254072418,0.574426,0.077
96,associative,Sense_Touch,95,1,0.254072418,0.574426,0.077
97,associative,Sense_Touch,75,1,0.254072418,0.574426,0.077
98,associative,Sense_Touch,NA,0,0.254072418,0.574426,0.077
99,associative,Sense_Touch,40,0,0.254072418,0.574426,0.077
100,associative,Sense_Touch,75,0,0.254072418,0.574426,0.077
101,associative,Sense_Touch,60,0,0.254072418,0.574426,0.077
102,associative,Sense_Touch,75,0,0.254072418,0.574426,0.077
103,associative,Sense_Touch,40,0,0.254072418,0.574426,0.077
104,associative,Sense_Touch,NA,1,0.254072418,0.574426,0.077
105,associative,Sense_Touch,10,1,0.254072418,0.574426,0.077
106,associative,Sense_Touch,NA,NA,0.254072418,0.574426,0.077
107,associative,Sense_Touch,28,1,0.254072418,0.574426,0.077
108,associative,Sense_Touch,12,1,0.254072418,0.574426,0.077
109,associative,Sense_Touch,80,1,0.254072418,0.574426,0.077
110,associative,Sense_Touch,100,1,0.254072418,0.574426,0.077
111,associative,Sense_Touch,90,1,0.254072418,0.574426,0.077
112,associative,Sense_Touch,15,0,0.254072418,0.574426,0.077
1,thematic,Money_Bank,7,0,0,0.292825,0.019
2,thematic,Money_Bank,NA,NA,0,0.292825,0.019
3,thematic,Money_Bank,NA,NA,0,0.292825,0.019
4,thematic,Money_Bank,70,1,0,0.292825,0.019
5,thematic,Money_Bank,99,0,0,0.292825,0.019
6,thematic,Money_Bank,60,1,0,0.292825,0.019
7,thematic,Money_Bank,90,1,0,0.292825,0.019
8,thematic,Money_Bank,95,1,0,0.292825,0.019
9,thematic,Money_Bank,98,1,0,0.292825,0.019
10,thematic,Money_Bank,80,1,0,0.292825,0.019
11,thematic,Money_Bank,90,1,0,0.292825,0.019
12,thematic,Money_Bank,30,0,0,0.292825,0.019
13,thematic,Money_Bank,50,0,0,0.292825,0.019
14,thematic,Money_Bank,100,0,0,0.292825,0.019
15,thematic,Money_Bank,80,1,0,0.292825,0.019
16,thematic,Money_Bank,90,1,0,0.292825,0.019
17,thematic,Money_Bank,99,0,0,0.292825,0.019
18,thematic,Money_Bank,80,0,0,0.292825,0.019
19,thematic,Money_Bank,80,1,0,0.292825,0.019
20,thematic,Money_Bank,90,0,0,0.292825,0.019
21,thematic,Money_Bank,NA,NA,0,0.292825,0.019
22,thematic,Money_Bank,80,1,0,0.292825,0.019
23,thematic,Money_Bank,80,1,0,0.292825,0.019
24,thematic,Money_Bank,100,1,0,0.292825,0.019
25,thematic,Money_Bank,35,1,0,0.292825,0.019
26,thematic,Money_Bank,80,0,0,0.292825,0.019
27,thematic,Money_Bank,NA,NA,0,0.292825,0.019
28,thematic,Money_Bank,80,1,0,0.292825,0.019
29,thematic,Money_Bank,99,1,0,0.292825,0.019
30,thematic,Money_Bank,80,1,0,0.292825,0.019
31,thematic,Money_Bank,95,0,0,0.292825,0.019
32,thematic,Money_Bank,90,1,0,0.292825,0.019
33,thematic,Money_Bank,100,NA,0,0.292825,0.019
34,thematic,Money_Bank,90,1,0,0.292825,0.019
35,thematic,Money_Bank,NA,1,0,0.292825,0.019
36,thematic,Money_Bank,90,1,0,0.292825,0.019
37,thematic,Money_Bank,88,NA,0,0.292825,0.019
38,thematic,Money_Bank,90,0,0,0.292825,0.019
39,thematic,Money_Bank,90,1,0,0.292825,0.019
40,thematic,Money_Bank,90,0,0,0.292825,0.019
41,thematic,Money_Bank,95,1,0,0.292825,0.019
42,thematic,Money_Bank,95,1,0,0.292825,0.019
43,thematic,Money_Bank,90,1,0,0.292825,0.019
44,thematic,Money_Bank,NA,0,0,0.292825,0.019
45,thematic,Money_Bank,90,1,0,0.292825,0.019
46,semantic,Money_Bank,65,1,0,0.292825,0.019
47,semantic,Money_Bank,20,0,0,0.292825,0.019
48,semantic,Money_Bank,100,1,0,0.292825,0.019
49,semantic,Money_Bank,30,1,0,0.292825,0.019
50,semantic,Money_Bank,80,0,0,0.292825,0.019
51,semantic,Money_Bank,95,0,0,0.292825,0.019
52,semantic,Money_Bank,80,1,0,0.292825,0.019
53,semantic,Money_Bank,100,1,0,0.292825,0.019
54,semantic,Money_Bank,80,1,0,0.292825,0.019
55,semantic,Money_Bank,50,1,0,0.292825,0.019
56,semantic,Money_Bank,100,1,0,0.292825,0.019
57,semantic,Money_Bank,80,1,0,0.292825,0.019
58,semantic,Money_Bank,95,1,0,0.292825,0.019
59,semantic,Money_Bank,100,NA,0,0.292825,0.019
60,semantic,Money_Bank,60,0,0,0.292825,0.019
61,semantic,Money_Bank,60,0,0,0.292825,0.019
62,semantic,Money_Bank,80,0,0,0.292825,0.019
63,semantic,Money_Bank,100,1,0,0.292825,0.019
64,semantic,Money_Bank,100,1,0,0.292825,0.019
65,semantic,Money_Bank,60,1,0,0.292825,0.019
66,semantic,Money_Bank,95,1,0,0.292825,0.019
67,semantic,Money_Bank,90,0,0,0.292825,0.019
68,semantic,Money_Bank,100,1,0,0.292825,0.019
69,semantic,Money_Bank,100,1,0,0.292825,0.019
70,associative,Money_Bank,100,0,0,0.292825,0.019
71,associative,Money_Bank,100,1,0,0.292825,0.019
72,associative,Money_Bank,40,1,0,0.292825,0.019
73,associative,Money_Bank,90,0,0,0.292825,0.019
74,associative,Money_Bank,60,0,0,0.292825,0.019
75,associative,Money_Bank,60,0,0,0.292825,0.019
76,associative,Money_Bank,100,0,0,0.292825,0.019
77,associative,Money_Bank,90,0,0,0.292825,0.019
78,associative,Money_Bank,75,1,0,0.292825,0.019
79,associative,Money_Bank,60,NA,0,0.292825,0.019
80,associative,Money_Bank,20,0,0,0.292825,0.019
81,associative,Money_Bank,48,1,0,0.292825,0.019
82,associative,Money_Bank,60,1,0,0.292825,0.019
83,associative,Money_Bank,100,0,0,0.292825,0.019
84,associative,Money_Bank,NA,NA,0,0.292825,0.019
85,associative,Money_Bank,90,1,0,0.292825,0.019
86,associative,Money_Bank,75,1,0,0.292825,0.019
87,associative,Money_Bank,80,0,0,0.292825,0.019
88,associative,Money_Bank,100,1,0,0.292825,0.019
89,associative,Money_Bank,100,1,0,0.292825,0.019
90,associative,Money_Bank,68,1,0,0.292825,0.019
91,associative,Money_Bank,90,0,0,0.292825,0.019
92,associative,Money_Bank,85,1,0,0.292825,0.019
93,associative,Money_Bank,NA,1,0,0.292825,0.019
94,associative,Money_Bank,100,1,0,0.292825,0.019
95,associative,Money_Bank,85,0,0,0.292825,0.019
96,associative,Money_Bank,60,1,0,0.292825,0.019
97,associative,Money_Bank,98,0,0,0.292825,0.019
98,associative,Money_Bank,NA,1,0,0.292825,0.019
99,associative,Money_Bank,60,0,0,0.292825,0.019
100,associative,Money_Bank,100,0,0,0.292825,0.019
101,associative,Money_Bank,70,0,0,0.292825,0.019
102,associative,Money_Bank,100,1,0,0.292825,0.019
103,associative,Money_Bank,50,0,0,0.292825,0.019
104,associative,Money_Bank,NA,1,0,0.292825,0.019
105,associative,Money_Bank,60,0,0,0.292825,0.019
106,associative,Money_Bank,NA,1,0,0.292825,0.019
107,associative,Money_Bank,66,1,0,0.292825,0.019
108,associative,Money_Bank,15,0,0,0.292825,0.019
109,associative,Money_Bank,90,1,0,0.292825,0.019
110,associative,Money_Bank,100,1,0,0.292825,0.019
111,associative,Money_Bank,80,1,0,0.292825,0.019
112,associative,Money_Bank,50,1,0,0.292825,0.019
1,thematic,Mink_Fur,8,NA,0.346880305,0.336082,0.252
2,thematic,Mink_Fur,NA,NA,0.346880305,0.336082,0.252
3,thematic,Mink_Fur,NA,NA,0.346880305,0.336082,0.252
4,thematic,Mink_Fur,60,1,0.346880305,0.336082,0.252
5,thematic,Mink_Fur,99,0,0.346880305,0.336082,0.252
6,thematic,Mink_Fur,90,1,0.346880305,0.336082,0.252
7,thematic,Mink_Fur,70,1,0.346880305,0.336082,0.252
8,thematic,Mink_Fur,100,0,0.346880305,0.336082,0.252
9,thematic,Mink_Fur,38,0,0.346880305,0.336082,0.252
10,thematic,Mink_Fur,50,1,0.346880305,0.336082,0.252
11,thematic,Mink_Fur,70,1,0.346880305,0.336082,0.252
12,thematic,Mink_Fur,40,1,0.346880305,0.336082,0.252
13,thematic,Mink_Fur,100,1,0.346880305,0.336082,0.252
14,thematic,Mink_Fur,50,0,0.346880305,0.336082,0.252
15,thematic,Mink_Fur,20,0,0.346880305,0.336082,0.252
16,thematic,Mink_Fur,70,1,0.346880305,0.336082,0.252
17,thematic,Mink_Fur,50,1,0.346880305,0.336082,0.252
18,thematic,Mink_Fur,55,1,0.346880305,0.336082,0.252
19,thematic,Mink_Fur,90,1,0.346880305,0.336082,0.252
20,thematic,Mink_Fur,80,1,0.346880305,0.336082,0.252
21,thematic,Mink_Fur,NA,NA,0.346880305,0.336082,0.252
22,thematic,Mink_Fur,100,1,0.346880305,0.336082,0.252
23,thematic,Mink_Fur,40,1,0.346880305,0.336082,0.252
24,thematic,Mink_Fur,90,1,0.346880305,0.336082,0.252
25,thematic,Mink_Fur,75,1,0.346880305,0.336082,0.252
26,thematic,Mink_Fur,80,1,0.346880305,0.336082,0.252
27,thematic,Mink_Fur,NA,NA,0.346880305,0.336082,0.252
28,thematic,Mink_Fur,30,1,0.346880305,0.336082,0.252
29,thematic,Mink_Fur,20,1,0.346880305,0.336082,0.252
30,thematic,Mink_Fur,80,NA,0.346880305,0.336082,0.252
31,thematic,Mink_Fur,85,1,0.346880305,0.336082,0.252
32,thematic,Mink_Fur,99,1,0.346880305,0.336082,0.252
33,thematic,Mink_Fur,60,1,0.346880305,0.336082,0.252
34,thematic,Mink_Fur,30,1,0.346880305,0.336082,0.252
35,thematic,Mink_Fur,NA,1,0.346880305,0.336082,0.252
36,thematic,Mink_Fur,60,1,0.346880305,0.336082,0.252
37,thematic,Mink_Fur,75,NA,0.346880305,0.336082,0.252
38,thematic,Mink_Fur,40,0,0.346880305,0.336082,0.252
39,thematic,Mink_Fur,85,1,0.346880305,0.336082,0.252
40,thematic,Mink_Fur,85,1,0.346880305,0.336082,0.252
41,thematic,Mink_Fur,85,1,0.346880305,0.336082,0.252
42,thematic,Mink_Fur,80,1,0.346880305,0.336082,0.252
43,thematic,Mink_Fur,90,1,0.346880305,0.336082,0.252
44,thematic,Mink_Fur,NA,1,0.346880305,0.336082,0.252
45,thematic,Mink_Fur,80,1,0.346880305,0.336082,0.252
46,semantic,Mink_Fur,85,1,0.346880305,0.336082,0.252
47,semantic,Mink_Fur,30,1,0.346880305,0.336082,0.252
48,semantic,Mink_Fur,50,1,0.346880305,0.336082,0.252
49,semantic,Mink_Fur,20,0,0.346880305,0.336082,0.252
50,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
51,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
52,semantic,Mink_Fur,85,1,0.346880305,0.336082,0.252
53,semantic,Mink_Fur,90,0,0.346880305,0.336082,0.252
54,semantic,Mink_Fur,80,1,0.346880305,0.336082,0.252
55,semantic,Mink_Fur,60,1,0.346880305,0.336082,0.252
56,semantic,Mink_Fur,50,0,0.346880305,0.336082,0.252
57,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
58,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
59,semantic,Mink_Fur,80,1,0.346880305,0.336082,0.252
60,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
61,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
62,semantic,Mink_Fur,75,1,0.346880305,0.336082,0.252
63,semantic,Mink_Fur,100,1,0.346880305,0.336082,0.252
64,semantic,Mink_Fur,25,0,0.346880305,0.336082,0.252
65,semantic,Mink_Fur,70,0,0.346880305,0.336082,0.252
66,semantic,Mink_Fur,40,1,0.346880305,0.336082,0.252
67,semantic,Mink_Fur,30,1,0.346880305,0.336082,0.252
68,semantic,Mink_Fur,100,1,0.346880305,0.336082,0.252
69,semantic,Mink_Fur,25,0,0.346880305,0.336082,0.252
70,associative,Mink_Fur,100,1,0.346880305,0.336082,0.252
71,associative,Mink_Fur,40,1,0.346880305,0.336082,0.252
72,associative,Mink_Fur,20,1,0.346880305,0.336082,0.252
73,associative,Mink_Fur,80,1,0.346880305,0.336082,0.252
74,associative,Mink_Fur,60,1,0.346880305,0.336082,0.252
75,associative,Mink_Fur,50,1,0.346880305,0.336082,0.252
76,associative,Mink_Fur,100,1,0.346880305,0.336082,0.252
77,associative,Mink_Fur,99,1,0.346880305,0.336082,0.252
78,associative,Mink_Fur,95,1,0.346880305,0.336082,0.252
79,associative,Mink_Fur,55,1,0.346880305,0.336082,0.252
80,associative,Mink_Fur,50,1,0.346880305,0.336082,0.252
81,associative,Mink_Fur,43,1,0.346880305,0.336082,0.252
82,associative,Mink_Fur,80,1,0.346880305,0.336082,0.252
83,associative,Mink_Fur,100,1,0.346880305,0.336082,0.252
84,associative,Mink_Fur,NA,NA,0.346880305,0.336082,0.252
85,associative,Mink_Fur,10,0,0.346880305,0.336082,0.252
86,associative,Mink_Fur,75,1,0.346880305,0.336082,0.252
87,associative,Mink_Fur,80,1,0.346880305,0.336082,0.252
88,associative,Mink_Fur,80,1,0.346880305,0.336082,0.252
89,associative,Mink_Fur,40,0,0.346880305,0.336082,0.252
90,associative,Mink_Fur,95,1,0.346880305,0.336082,0.252
91,associative,Mink_Fur,90,1,0.346880305,0.336082,0.252
92,associative,Mink_Fur,70,1,0.346880305,0.336082,0.252
93,associative,Mink_Fur,NA,1,0.346880305,0.336082,0.252
94,associative,Mink_Fur,100,1,0.346880305,0.336082,0.252
95,associative,Mink_Fur,85,1,0.346880305,0.336082,0.252
96,associative,Mink_Fur,90,1,0.346880305,0.336082,0.252
97,associative,Mink_Fur,95,1,0.346880305,0.336082,0.252
98,associative,Mink_Fur,NA,1,0.346880305,0.336082,0.252
99,associative,Mink_Fur,60,1,0.346880305,0.336082,0.252
100,associative,Mink_Fur,75,1,0.346880305,0.336082,0.252
101,associative,Mink_Fur,40,0,0.346880305,0.336082,0.252
102,associative,Mink_Fur,50,1,0.346880305,0.336082,0.252
103,associative,Mink_Fur,50,0,0.346880305,0.336082,0.252
104,associative,Mink_Fur,NA,0,0.346880305,0.336082,0.252
105,associative,Mink_Fur,90,1,0.346880305,0.336082,0.252
106,associative,Mink_Fur,NA,0,0.346880305,0.336082,0.252
107,associative,Mink_Fur,79,1,0.346880305,0.336082,0.252
108,associative,Mink_Fur,55,1,0.346880305,0.336082,0.252
109,associative,Mink_Fur,50,NA,0.346880305,0.336082,0.252
110,associative,Mink_Fur,100,1,0.346880305,0.336082,0.252
111,associative,Mink_Fur,90,1,0.346880305,0.336082,0.252
112,associative,Mink_Fur,20,1,0.346880305,0.336082,0.252
1,thematic,Drum_Band,6,NA,0.640602285,0.392304,0.167
2,thematic,Drum_Band,NA,NA,0.640602285,0.392304,0.167
3,thematic,Drum_Band,100,0,0.640602285,0.392304,0.167
4,thematic,Drum_Band,60,0,0.640602285,0.392304,0.167
5,thematic,Drum_Band,99,0,0.640602285,0.392304,0.167
6,thematic,Drum_Band,90,1,0.640602285,0.392304,0.167
7,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
8,thematic,Drum_Band,90,1,0.640602285,0.392304,0.167
9,thematic,Drum_Band,98,1,0.640602285,0.392304,0.167
10,thematic,Drum_Band,60,1,0.640602285,0.392304,0.167
11,thematic,Drum_Band,90,0,0.640602285,0.392304,0.167
12,thematic,Drum_Band,30,0,0.640602285,0.392304,0.167
13,thematic,Drum_Band,50,1,0.640602285,0.392304,0.167
14,thematic,Drum_Band,100,0,0.640602285,0.392304,0.167
15,thematic,Drum_Band,50,1,0.640602285,0.392304,0.167
16,thematic,Drum_Band,90,1,0.640602285,0.392304,0.167
17,thematic,Drum_Band,20,0,0.640602285,0.392304,0.167
18,thematic,Drum_Band,30,1,0.640602285,0.392304,0.167
19,thematic,Drum_Band,70,0,0.640602285,0.392304,0.167
20,thematic,Drum_Band,90,0,0.640602285,0.392304,0.167
21,thematic,Drum_Band,NA,NA,0.640602285,0.392304,0.167
22,thematic,Drum_Band,100,1,0.640602285,0.392304,0.167
23,thematic,Drum_Band,60,0,0.640602285,0.392304,0.167
24,thematic,Drum_Band,70,1,0.640602285,0.392304,0.167
25,thematic,Drum_Band,65,1,0.640602285,0.392304,0.167
26,thematic,Drum_Band,85,1,0.640602285,0.392304,0.167
27,thematic,Drum_Band,NA,NA,0.640602285,0.392304,0.167
28,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
29,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
30,thematic,Drum_Band,60,1,0.640602285,0.392304,0.167
31,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
32,thematic,Drum_Band,77,0,0.640602285,0.392304,0.167
33,thematic,Drum_Band,90,1,0.640602285,0.392304,0.167
34,thematic,Drum_Band,80,0,0.640602285,0.392304,0.167
35,thematic,Drum_Band,NA,1,0.640602285,0.392304,0.167
36,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
37,thematic,Drum_Band,90,0,0.640602285,0.392304,0.167
38,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
39,thematic,Drum_Band,85,1,0.640602285,0.392304,0.167
40,thematic,Drum_Band,50,0,0.640602285,0.392304,0.167
41,thematic,Drum_Band,70,1,0.640602285,0.392304,0.167
42,thematic,Drum_Band,80,1,0.640602285,0.392304,0.167
43,thematic,Drum_Band,90,1,0.640602285,0.392304,0.167
44,thematic,Drum_Band,NA,0,0.640602285,0.392304,0.167
45,thematic,Drum_Band,60,1,0.640602285,0.392304,0.167
46,semantic,Drum_Band,75,1,0.640602285,0.392304,0.167
47,semantic,Drum_Band,40,0,0.640602285,0.392304,0.167
48,semantic,Drum_Band,90,1,0.640602285,0.392304,0.167
49,semantic,Drum_Band,60,0,0.640602285,0.392304,0.167
50,semantic,Drum_Band,70,1,0.640602285,0.392304,0.167
51,semantic,Drum_Band,90,1,0.640602285,0.392304,0.167
52,semantic,Drum_Band,80,1,0.640602285,0.392304,0.167
53,semantic,Drum_Band,90,0,0.640602285,0.392304,0.167
54,semantic,Drum_Band,75,1,0.640602285,0.392304,0.167
55,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
56,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
57,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
58,semantic,Drum_Band,98,1,0.640602285,0.392304,0.167
59,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
60,semantic,Drum_Band,60,1,0.640602285,0.392304,0.167
61,semantic,Drum_Band,70,1,0.640602285,0.392304,0.167
62,semantic,Drum_Band,25,0,0.640602285,0.392304,0.167
63,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
64,semantic,Drum_Band,50,0,0.640602285,0.392304,0.167
65,semantic,Drum_Band,NA,1,0.640602285,0.392304,0.167
66,semantic,Drum_Band,80,1,0.640602285,0.392304,0.167
67,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
68,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
69,semantic,Drum_Band,85,0,0.640602285,0.392304,0.167
70,associative,Drum_Band,50,1,0.640602285,0.392304,0.167
71,associative,Drum_Band,75,0,0.640602285,0.392304,0.167
72,associative,Drum_Band,20,1,0.640602285,0.392304,0.167
73,associative,Drum_Band,70,1,0.640602285,0.392304,0.167
74,associative,Drum_Band,25,1,0.640602285,0.392304,0.167
75,associative,Drum_Band,30,1,0.640602285,0.392304,0.167
76,associative,Drum_Band,100,1,0.640602285,0.392304,0.167
77,associative,Drum_Band,10,1,0.640602285,0.392304,0.167
78,associative,Drum_Band,50,1,0.640602285,0.392304,0.167
79,associative,Drum_Band,75,NA,0.640602285,0.392304,0.167
80,associative,Drum_Band,10,0,0.640602285,0.392304,0.167
81,associative,Drum_Band,62,1,0.640602285,0.392304,0.167
82,associative,Drum_Band,50,1,0.640602285,0.392304,0.167
83,associative,Drum_Band,100,0,0.640602285,0.392304,0.167
84,associative,Drum_Band,NA,NA,0.640602285,0.392304,0.167
85,associative,Drum_Band,50,1,0.640602285,0.392304,0.167
86,associative,Drum_Band,40,0,0.640602285,0.392304,0.167
87,associative,Drum_Band,75,1,0.640602285,0.392304,0.167
88,associative,Drum_Band,60,0,0.640602285,0.392304,0.167
89,associative,Drum_Band,20,1,0.640602285,0.392304,0.167
90,associative,Drum_Band,75,1,0.640602285,0.392304,0.167
91,associative,Drum_Band,80,0,0.640602285,0.392304,0.167
92,associative,Drum_Band,80,1,0.640602285,0.392304,0.167
93,associative,Drum_Band,NA,1,0.640602285,0.392304,0.167
94,associative,Drum_Band,100,NA,0.640602285,0.392304,0.167
95,associative,Drum_Band,70,0,0.640602285,0.392304,0.167
96,associative,Drum_Band,80,1,0.640602285,0.392304,0.167
97,associative,Drum_Band,70,0,0.640602285,0.392304,0.167
98,associative,Drum_Band,NA,0,0.640602285,0.392304,0.167
99,associative,Drum_Band,60,0,0.640602285,0.392304,0.167
100,associative,Drum_Band,100,1,0.640602285,0.392304,0.167
101,associative,Drum_Band,10,0,0.640602285,0.392304,0.167
102,associative,Drum_Band,60,1,0.640602285,0.392304,0.167
103,associative,Drum_Band,60,0,0.640602285,0.392304,0.167
104,associative,Drum_Band,NA,0,0.640602285,0.392304,0.167
105,associative,Drum_Band,70,1,0.640602285,0.392304,0.167
106,associative,Drum_Band,NA,0,0.640602285,0.392304,0.167
107,associative,Drum_Band,11,1,0.640602285,0.392304,0.167
108,associative,Drum_Band,25,1,0.640602285,0.392304,0.167
